index_id ,result_from ,zpid       ,creationDate ,isShowcaseListing ,lotAreaValue ,streetAddress             ,unit       ,bedrooms ,longitude  ,rentZestimate ,zestimate ,priceChange ,homeType      ,isUnmappable ,state ,newConstructionType         ,isFeatured ,zipcode ,latitude  ,priceReduction     ,taxAssessedValue ,datePriceChanged ,country ,isPreforeclosureAuction ,bathrooms ,openHouse   ,shouldHighlight ,videoCount ,lotAreaUnit ,city    ,homeStatusForHDP ,currency ,homeStatus ,price   ,priceForHDP ,open_house_info ,livingArea ,listing_sub_type ,isZillowOwned ,isPremierBuilder ,isNonOwnerOccupied ,daysOnZillow
      12 ,listing_url ,  84058620 ,2023-11-01   ,FALSE             ,             ,5925 Almeda Rd UNIT 11002 ,Unit 11002 ,     2.0 ,-95.38083  ,       2684.0 , 330200.0 ,            ,CONDO         ,False        ,TX    ,                            ,False      ,  77004 ,29.714931 ,                   ,        340353.0 ,                 ,USA     ,False                   ,        3 ,            ,False           ,         0 ,            ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 399000 ,     399000 ,                ,    1209.0 ,[object Object]  ,False         ,False            ,True               ,-1
      13 ,listing_url ,  27787489 ,2023-11-01   ,FALSE             ,   1751.112  ,2807 Tierwester St        ,           ,         ,-95.35383  ,       1275.0 ,          ,            ,LOT           ,False        ,TX    ,                            ,False      ,  77004 ,29.732317 ,                   ,         46778.0 ,                 ,USA     ,False                   ,        0 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   ,  75000 ,      75000 ,                ,           ,[object Object]  ,False         ,False            ,True               ,-1
      14 ,listing_url ,  27787487 ,2023-11-01   ,FALSE             ,   1650.924  ,2805 Tierwester St        ,           ,         ,-95.35385  ,       1514.0 ,  71300.0 ,            ,LOT           ,False        ,TX    ,                            ,False      ,  77004 ,29.732452 ,                   ,         44639.0 ,                 ,USA     ,False                   ,        0 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   ,  75000 ,      75000 ,                ,           ,[object Object]  ,False         ,False            ,True               ,-1
      15 ,listing_url ,  55485165 ,2023-11-01   ,FALSE             ,             ,1401 Calumet St UNIT 202  ,Unit 202   ,     2.0 ,-95.38482  ,       3771.0 , 469700.0 ,            ,CONDO         ,False        ,TX    ,                            ,False      ,  77004 ,29.724613 ,                   ,        351725.0 ,                 ,USA     ,False                   ,        2 ,            ,False           ,         0 ,            ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 475000 ,     475000 ,                ,    1885.0 ,[object Object]  ,False         ,False            ,True               ,-1
      16 ,listing_url ,  27858962 ,2023-11-01   ,FALSE             ,   5248.98   ,3019 Wichita St           ,           ,     3.0 ,-95.36899  ,       1152.0 , 343000.0 ,            ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.718576 ,                   ,        245598.0 ,                 ,USA     ,False                   ,        3 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 350000 ,     350000 ,                ,    1352.0 ,[object Object]  ,False         ,False            ,True               ,-1
      17 ,listing_url ,  27787399 ,2023-11-01   ,FALSE             ,   5000.688  ,3113 Dennis St            ,           ,     3.0 ,-95.35562  ,       1599.0 , 168400.0 ,            ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.734272 ,                   ,        159173.0 ,                 ,USA     ,False                   ,        1 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 175000 ,     175000 ,                ,     900.0 ,[object Object]  ,False         ,False            ,True               ,-1
      18 ,listing_url , 339423640 ,2023-11-01   ,FALSE             ,   1873.08   ,2103 McGowen St           ,           ,     3.0 ,-95.36428  ,       3200.0 , 617800.0 ,            ,SINGLE_FAMILY ,False        ,TX    ,BUILDER_SPEC                ,False      ,  77004 ,29.739695 ,                   ,        365163.0 ,                 ,USA     ,False                   ,        4 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 629900 ,     629900 ,                ,    2294.0 ,[object Object]  ,False         ,False            ,True               ,-1
      19 ,listing_url , 251194028 ,2023-11-01   ,FALSE             ,   2138.796  ,1505 Stuart St            ,           ,     3.0 ,-95.372955 ,       6009.0 ,1127400.0 ,-1.0        ,SINGLE_FAMILY ,False        ,TX    ,BUILDER_SPEC                ,False      ,  77004 ,29.738264 ,$1 (Nov 6)         ,        506228.0 , 1699257600000.0 ,USA     ,False                   ,        5 ,Sun. 2-6pm  ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   ,1149999 ,    1149999 ,[object Object] ,    3407.0 ,[object Object]  ,False         ,False            ,True               ,-1
      20 ,listing_url ,2062651986 ,2023-11-01   ,FALSE             ,             ,3801 Briley St            ,           ,         ,-95.36075  ,       1650.0 , 523400.0 ,            ,MULTI_FAMILY  ,False        ,TX    ,                            ,False      ,  77004 ,29.726044 ,                   ,                 ,                 ,USA     ,False                   ,        0 ,            ,False           ,         0 ,            ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 545000 ,     545000 ,                ,    3248.0 ,[object Object]  ,False         ,False            ,True               ,-1
      21 ,listing_url , 339423637 ,2023-11-01   ,FALSE             ,   2382.732  ,2111 McGowen St           ,           ,     3.0 ,-95.36407  ,       3204.0 ,          ,            ,SINGLE_FAMILY ,False        ,TX    ,BUILDER_SPEC                ,False      ,  77004 ,29.739614 ,                   ,        368809.0 ,                 ,USA     ,False                   ,        4 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 629900 ,     629900 ,                ,    2293.0 ,[object Object]  ,False         ,False            ,True               ,-1
